sno,category,Jira,case_Type,def_vals,Raw_Acceptance_Criteria,Acceptance_Criteria
1026,Business Judgments,2878,,,"AC11 - Check when BE_DrgJudgNewDt7Y= -99997, BE_DrgJudgNewMsnc7Y = -99997",( BE_DrgJudgNewDt7Y <> -99997 ) or ( BE_DrgJudgNewDt7Y == -99997 and BE_DrgJudgNewMsnc7Y == -99997 )
1027,Business Judgments,2878,,,"AC12 - Check when BE_DrgJudgOldDt7Y= -99997, BE_DrgJudgOldMsnc7Y= -99997",( BE_DrgJudgOldDt7Y <> -99997 ) or ( BE_DrgJudgOldDt7Y == -99997 and BE_DrgJudgOldMsnc7Y == -99997 )
1028,Business Judgments,2878,,,"AC13 - Check BE_DrgJudgCnt1Y, BE_DrgJudgCnt7Y range 0-99999 (except for -99999)","BE_DrgJudgCnt1Y in [-99999] or BE_DrgJudgCnt1Y in range(0, 100000)"
1029,Business Judgments,2878,,,"AC13 - Check BE_DrgJudgCnt1Y, BE_DrgJudgCnt7Y range 0-99999 (except for -99999)","BE_DrgJudgCnt7Y in [-99999] or BE_DrgJudgCnt7Y in range(0, 100000)"
1030,Business Judgments,2878,,,"AC14 - Check BE_DrgJudgAmtTot7Y, BE_DrgJudgAmtAvg7Y 1 - 99999999 (except for -99997, -99998, -99999)","BE_DrgJudgAmtTot7Y in [-99997,-99998,-99999] or BE_DrgJudgAmtTot7Y in range(0, 100000000)"
1031,Business Judgments,2878,,,"AC14 - Check BE_DrgJudgAmtTot7Y, BE_DrgJudgAmtAvg7Y 1 - 99999999 (except for -99997, -99998, -99999)","BE_DrgJudgAmtAvg7Y in [-99997,-99998,-99999] or BE_DrgJudgAmtAvg7Y in range(0, 100000000)"
1032,Business Judgments,2878,,,"AC15 - Check BE_DrgJudgNewMsnc7Y, BE_DrgJudgOldMsnc7Y range 0-84 (except for -99997, -99998, -99999)","BE_DrgJudgNewMsnc7Y in [-99997,-99998,-99999] or BE_DrgJudgNewMsnc7Y in range(0, 85)"
1033,Business Judgments,2878,,,"AC15 - Check BE_DrgJudgNewMsnc7Y, BE_DrgJudgOldMsnc7Y range 0-84 (except for -99997, -99998, -99999)","BE_DrgJudgOldMsnc7Y in [-99997,-99998,-99999] or BE_DrgJudgOldMsnc7Y in range(0, 85)"
1034,Business Judgments,2878,custom,"-99999,-99998,-99997,960","AC16 - Check # of months between [MIN(B_InpClnArchDt, G_BuildDrgLnJDt), BE_DrgJudgNewDt7Y] = BE_DrgJudgNewMsnc7Y (except for -99999, -99998, -99997) ",B_InpClnArchDt G_BuildDrgLnJDt BE_DrgJudgNewDt7Y BE_DrgJudgNewMsnc7Y
1035,Business Judgments,2878,custom,"-99999,-99998,-99997,960","AC17 - Check # of months between [MIN(B_InpClnArchDt, G_BuildDrgLnJDt), BE_DrgJudgOldDt7Y] = BE_DrgJudgOldMsnc7Y (except for -99999, -99998, -99997) ",B_InpClnArchDt G_BuildDrgLnJDt BE_DrgJudgOldDt7Y BE_DrgJudgOldMsnc7Y
1036,Business Judgments,2878,,,"AC18 - Check BE_DrgJudgCnt1Y<= BE_DrgJudgCnt7Y (except for -99999, -99998, -99997) ","( BE_DrgJudgCnt1Y in [-99997,-99998,-99999] or BE_DrgJudgCnt7Y in [-99997,-99998,-99999] ) or ((  BE_DrgJudgCnt1Y not in [-99997,-99998,-99999] or BE_DrgJudgCnt7Y not in [-99997,-99998,-99999] ) and ( BE_DrgJudgCnt1Y <= BE_DrgJudgCnt7Y ))"
1037,Business Judgments,2878,,,"AC19 - Check BE_DrgJudgOldMsnc7Y >= BE_DrgJudgNewMsnc7Y (except for -99999, -99998) ","( BE_DrgJudgOldMsnc7Y in [-99997,-99998,-99999] or BE_DrgJudgNewMsnc7Y in [-99997,-99998,-99999] ) or ((  BE_DrgJudgOldMsnc7Y not in [-99997,-99998,-99999] or BE_DrgJudgNewMsnc7Y not in [-99997,-99998,-99999] ) and ( BE_DrgJudgOldMsnc7Y >= BE_DrgJudgNewMsnc7Y ))"
1038,Business Judgments,2878,,,"AC20 - Check BE_DrgJudgOldDt7Y<= BE_DrgJudgNewDt7Y(except for -99999, -99998, -99997) ","( BE_DrgJudgOldDt7Y in [-99997,-99998,-99999] or BE_DrgJudgNewDt7Y in [-99997,-99998,-99999] ) or ((  BE_DrgJudgOldDt7Y not in [-99997,-99998,-99999] or BE_DrgJudgNewDt7Y not in [-99997,-99998,-99999] ) and ( BE_DrgJudgOldDt7Y <= BE_DrgJudgNewDt7Y ))"
1039,Business Judgments,2878,,,"AC21 - Check when BE_DrgJudgCnt7Y= 1, BE_DrgJudgAmtTot7Y= BE_DrgJudgAmtAvg7Y(except for -99999, -99998, -99997) ","( BE_DrgJudgCnt7Y <> 1 or BE_DrgJudgCnt7Y in [-99997,-99998,-99999] or BE_DrgJudgAmtTot7Y in [-99997,-99998,-99999] or BE_DrgJudgAmtAvg7Y in [-99997,-99998,-99999]) or ( BE_DrgJudgCnt7Y == 1 and  BE_DrgJudgCnt7Y not in [-99997,-99998,-99999] and BE_DrgJudgAmtTot7Y not in [-99997,-99998,-99999] and  BE_DrgJudgAmtAvg7Y not in [-99997,-99998,-99999] and BE_DrgJudgAmtTot7Y == BE_DrgJudgAmtAvg7Y )"
1040,Business Judgments,2879,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_DrgJudgCivCrtCnt7Y == BE_DrgJudgCivCrtAmtTot7Y == BE_DrgJudgCivCrtOldDt7Y == BE_DrgJudgCivCrtOldMsnc7Y == BE_DrgJudgCivCrtNewDt7Y == BE_DrgJudgCivCrtNewMsnc7Y == -99999 )
1041,Business Judgments,2879,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_DrgJudgCivCrtCnt7Y == BE_DrgJudgCivCrtAmtTot7Y == BE_DrgJudgCivCrtOldDt7Y == BE_DrgJudgCivCrtOldMsnc7Y == BE_DrgJudgCivCrtNewDt7Y == BE_DrgJudgCivCrtNewMsnc7Y == -99999 )
1042,Business Judgments,2879,,,AC08 - Check that -99997 is not populated for BE_DrgJudgCivCrtCnt7Y,BE_DrgJudgCivCrtCnt7Y not in [-99997]
1043,Business Judgments,2879,,,"AC09 - Check that when BE_DrgJudgCivCrtCnt7Y= 0, BE_DrgJudgCivCrtAmtTot7Y, BE_DrgJudgCivCrtNewDt7Y, BE_DrgJudgCivCrtOldDt7Y, BE_DrgJudgCivCrtNewMsnc7Y, BE_DrgJudgCivCrtOldMsnc7Y= -99998",( BE_DrgJudgCivCrtCnt7Y <> 0 ) or ( BE_DrgJudgCivCrtCnt7Y == 0 and BE_DrgJudgCivCrtAmtTot7Y == BE_DrgJudgCivCrtNewDt7Y == BE_DrgJudgCivCrtOldDt7Y == BE_DrgJudgCivCrtNewMsnc7Y == BE_DrgJudgCivCrtOldMsnc7Y == -99998 )
1044,Business Judgments,2879,,,"AC10 - Check when BE_DrgJudgCnt7Y= 0, BE_DrgJudgCivCrtCnt7Y= -99998",( BE_DrgJudgCnt7Y <> 0 ) or ( BE_DrgJudgCnt7Y == 0 and BE_DrgJudgCivCrtCnt7Y == -99998 )
1045,Business Judgments,2879,,,"AC11 - Check when BE_DrgJudgCivCrtNewDt7Y= -99997, BE_DrgJudgCivCrtNewMsnc7Y= -99997",( BE_DrgJudgCivCrtNewDt7Y <> -99997 ) or ( BE_DrgJudgCivCrtNewDt7Y == -99997 and BE_DrgJudgCivCrtNewMsnc7Y == -99997 )
1046,Business Judgments,2879,,,"AC12 - Check when BE_DrgJudgCivCrtOldDt7Y= -99997, BE_DrgJudgCivCrtOldMsnc7Y= -99997",( BE_DrgJudgCivCrtOldDt7Y <> -99997 ) or ( BE_DrgJudgCivCrtOldDt7Y == -99997 and BE_DrgJudgCivCrtOldMsnc7Y == -99997 )
1047,Business Judgments,2879,,,"AC13 - Check BE_DrgJudgCivCrtCnt7Y range 0-99999 (except for -99999,-99998)","BE_DrgJudgCivCrtCnt7Y in [-99999,-99998] or BE_DrgJudgCivCrtCnt7Y in range(0, 100000)"
1048,Business Judgments,2879,,,"AC14 - Check BE_DrgJudgCivCrtAmtTot7Y range 1 - 99999999 (except for -99997, -99998, -99999)","BE_DrgJudgCivCrtAmtTot7Y in [-99997,-99998,-99999] or BE_DrgJudgCivCrtAmtTot7Y in range(0, 100000000)"
1049,Business Judgments,2879,,,"AC15 - Check BE_DrgJudgCivCrtNewMsnc7Y, BE_DrgJudgCivCrtOldMsnc7Y range 0-84 (except for -99997, -99998, -99999)","BE_DrgJudgCivCrtNewMsnc7Y in [-99997,-99998,-99999] or BE_DrgJudgCivCrtNewMsnc7Y in range(0, 85)"
1050,Business Judgments,2879,custom,"-99999,-99998,-99997,960","AC16 - Check # of months between [MIN(B_InpClnArchDt, G_BuildDrgLnJDt), BE_DrgJudgCivCrtNewDt7Y] = BE_DrgJudgCivCrtNewMsnc7Y(except for -99999, -99998, -99997) ",B_InpClnArchDt G_BuildDrgLnJDt BE_DrgJudgCivCrtNewDt7Y BE_DrgJudgCivCrtNewMsnc7Y
1051,Business Judgments,2879,custom,"-99999,-99998,-99997,960","AC17 - Check # of months between [MIN(B_InpClnArchDt, G_BuildDrgLnJDt), BE_DrgJudgCivCrtOldDt7Y] = BE_DrgJudgCivCrtOldMsnc7Y (except for -99999, -99998, -99997) ",B_InpClnArchDt G_BuildDrgLnJDt BE_DrgJudgCivCrtOldDt7Y BE_DrgJudgCivCrtOldMsnc7Y
1052,Business Judgments,2879,,,"AC18 - Check BE_DrgJudgCivCrtOldMsnc7Y >= BE_DrgJudgCivCrtNewMsnc7Y(except for -99999, -99998) ","( BE_DrgJudgCivCrtOldMsnc7Y in [-99998,-99999] or BE_DrgJudgCivCrtNewMsnc7Y in [-99998,-99999] ) or ((  BE_DrgJudgCivCrtOldMsnc7Y not in [-99998,-99999] or BE_DrgJudgCivCrtNewMsnc7Y not in [-99998,-99999] ) and ( BE_DrgJudgCivCrtOldMsnc7Y >= BE_DrgJudgCivCrtNewMsnc7Y ))"
1053,Business Judgments,2879,,,"AC19 - Check BE_DrgJudgCivCrtOldDt7Y <= BE_DrgJudgCivCrtNewDt7Y (except for -99999, -99998, -99997)","( BE_DrgJudgCivCrtOldDt7Y in [-99997,-99998,-99999] or BE_DrgJudgCivCrtNewDt7Y in [-99997,-99998,-99999] ) or ((  BE_DrgJudgCivCrtOldDt7Y not in [-99997,-99998,-99999] or BE_DrgJudgCivCrtNewDt7Y not in [-99997,-99998,-99999] ) and ( BE_DrgJudgCivCrtOldDt7Y <= BE_DrgJudgCivCrtNewDt7Y ))"
1054,Business Derogs - Landlord Tenant Disputes,5500,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_DrgLTDCnt1Y == BE_DrgLTDCnt7Y == BE_DrgLTDAmtTot7Y == BE_DrgLTDAmtAvg7Y == BE_DrgLTDNewDt7Y == BE_DrgLTDOldDt7Y == BE_DrgLTDNewMsnc7Y == BE_DrgLTDOldMsnc7Y == -99999 )
1055,Business Derogs - Landlord Tenant Disputes,5500,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_DrgLTDCnt1Y == BE_DrgLTDCnt7Y == BE_DrgLTDAmtTot7Y == BE_DrgLTDAmtAvg7Y == BE_DrgLTDNewDt7Y == BE_DrgLTDOldDt7Y == BE_DrgLTDNewMsnc7Y == BE_DrgLTDOldMsnc7Y == -99999 )
1056,Business Derogs - Landlord Tenant Disputes,5500,,,"AC08 - Check that -99997 is not populated for BE_DrgLTDCnt1Y, BE_DrgLTDCnt7Y",BE_DrgLTDCnt1Y not in [-99997]
1057,Business Derogs - Landlord Tenant Disputes,5500,,,"AC08 - Check that -99997 is not populated for BE_DrgLTDCnt1Y, BE_DrgLTDCnt7Y",BE_DrgLTDCnt7Y not in [-99997]
1058,Business Derogs - Landlord Tenant Disputes,5500,,,"AC09 - Check that when BE_DrgLTDCnt7Y= 0, BE_DrgLTDAmtTot7Y, BE_DrgLTDAmtAvg7Y, BE_DrgLTDNewDt7Y, BE_DrgLTDOldDt7Y, BE_DrgLTDNewMsnc7Y, BE_DrgLTDOldMsnc7Y= -99998",( BE_DrgLTDCnt7Y <> 0 ) or ( BE_DrgLTDCnt7Y == 0 and BE_DrgLTDAmtTot7Y == BE_DrgLTDAmtAvg7Y == BE_DrgLTDNewDt7Y == BE_DrgLTDOldDt7Y == BE_DrgLTDNewMsnc7Y == BE_DrgLTDOldMsnc7Y == -99998 )
1059,Business Derogs - Landlord Tenant Disputes,5500,,,"AC10 - Check when BE_DrgLTDAmtTot7Y= -99997, BE_DrgLTDAmtAvg7Y= -99997",( BE_DrgLTDAmtTot7Y <> -99997 ) or ( BE_DrgLTDAmtTot7Y == -99997 and BE_DrgLTDAmtAvg7Y == -99997 )
1060,Business Derogs - Landlord Tenant Disputes,5500,,,"AC11 - Check when BE_DrgLTDNewDt7Y= -99997, BE_DrgLTDNewMsnc7Y = -99997",( BE_DrgLTDNewDt7Y <> -99997 ) or ( BE_DrgLTDNewDt7Y == -99997 and BE_DrgLTDNewMsnc7Y == -99997 )
1061,Business Derogs - Landlord Tenant Disputes,5500,,,"AC12 - Check when BE_DrgLTDOldDt7Y= -99997, BE_DrgLTDOldMsnc7Y= -99997",( BE_DrgLTDOldDt7Y <> -99997 ) or ( BE_DrgLTDOldDt7Y == -99997 and BE_DrgLTDOldMsnc7Y == -99997 )
1062,Business Derogs - Landlord Tenant Disputes,5500,,,"AC13 - Check BE_DrgLTDCnt1Y, BE_DrgLTDCnt7Y range 0-99999 (except for -99999)","BE_DrgLTDCnt1Y in [-99999] or BE_DrgLTDCnt1Y in range(0, 100000)"
1063,Business Derogs - Landlord Tenant Disputes,5500,,,"AC13 - Check BE_DrgLTDCnt1Y, BE_DrgLTDCnt7Y range 0-99999 (except for -99999)","BE_DrgLTDCnt7Y in [-99999] or BE_DrgLTDCnt7Y in range(0, 100000)"
1064,Business Derogs - Landlord Tenant Disputes,5500,,,"AC14 - Check BE_DrgLTDAmtTot7Y, BE_DrgLTDAmtAvg7Y range 1 - 99999999 (except for -99997, -99998, -99999)","BE_DrgLTDAmtTot7Y in [-99997,-99998,-99999] or BE_DrgLTDAmtTot7Y in range(0, 100000000)"
1065,Business Derogs - Landlord Tenant Disputes,5500,,,"AC14 - Check BE_DrgLTDAmtTot7Y, BE_DrgLTDAmtAvg7Y range 1 - 99999999 (except for -99997, -99998, -99999)","BE_DrgLTDAmtAvg7Y in [-99997,-99998,-99999] or BE_DrgLTDAmtAvg7Y in range(0, 100000000)"
1066,Business Derogs - Landlord Tenant Disputes,5500,,,"AC15 - Check BE_DrgLTDNewMsnc7Y, BE_DrgLTDOldMsnc7Y range 0-84 (except for -99997, -99998, -99999)","BE_DrgLTDNewMsnc7Y in [-99997,-99998,-99999] or BE_DrgLTDNewMsnc7Y in range(0, 85)"
1067,Business Derogs - Landlord Tenant Disputes,5500,,,"AC15 - Check BE_DrgLTDNewMsnc7Y, BE_DrgLTDOldMsnc7Y range 0-84 (except for -99997, -99998, -99999)","BE_DrgLTDOldMsnc7Y in [-99997,-99998,-99999] or BE_DrgLTDOldMsnc7Y in range(0, 85)"
1068,Business Derogs - Landlord Tenant Disputes,5500,custom,"-99999,-99998,-99997,960","AC16 - Check # of months between [MIN(B_InpClnArchDt, G_BuildDrgLnJDt), BE_DrgLTDNewDt7Y] = BE_DrgLTDNewMsnc7Y (except for -99999, -99998, -99997) ",B_InpClnArchDt G_BuildDrgLnJDt BE_DrgLTDNewDt7Y BE_DrgLTDNewMsnc7Y
1069,Business Derogs - Landlord Tenant Disputes,5500,custom,"-99999,-99998,-99997,960","AC17 - Check # of months between [MIN(B_InpClnArchDt, G_BuildDrgLnJDt), BE_DrgLTDOldDt7Y] = BE_DrgLTDOldMsnc7Y (except for -99999, -99998, -99997) ",B_InpClnArchDt G_BuildDrgLnJDt BE_DrgLTDOldDt7Y BE_DrgLTDOldMsnc7Y
1070,Business Derogs - Landlord Tenant Disputes,5500,,,"AC18 - Check BE_DrgLTDCnt1Y<= BE_DrgLTDCnt7Y (except for -99999, -99998, -99997) ","( BE_DrgLTDCnt1Y in [-99997,-99998,-99999] or BE_DrgLTDCnt7Y in [-99997,-99998,-99999] ) or ((  BE_DrgLTDCnt1Y not in [-99997,-99998,-99999] or BE_DrgLTDCnt7Y not in [-99997,-99998,-99999] ) and ( BE_DrgLTDCnt1Y <= BE_DrgLTDCnt7Y ))"
1071,Business Derogs - Landlord Tenant Disputes,5500,,,"AC19 - Check BE_DrgLTDOldMsnc7Y >= BE_DrgLTDNewMsnc7Y (except for -99999, -99998) ","( BE_DrgLTDOldMsnc7Y in [-99997,-99998,-99999] or BE_DrgLTDNewMsnc7Y in [-99997,-99998,-99999] ) or ((  BE_DrgLTDOldMsnc7Y not in [-99997,-99998,-99999] or BE_DrgLTDNewMsnc7Y not in [-99997,-99998,-99999] ) and ( BE_DrgLTDOldMsnc7Y >= BE_DrgLTDNewMsnc7Y ))"
1072,Business Derogs - Landlord Tenant Disputes,5500,,,"AC20 - Check BE_DrgLTDOldDt7Y<= BE_DrgLTDNewDt7Y(except for -99999, -99998, -99997) ","( BE_DrgLTDOldDt7Y in [-99997,-99998,-99999] or BE_DrgLTDNewDt7Y in [-99997,-99998,-99999] ) or ((  BE_DrgLTDOldDt7Y not in [-99997,-99998,-99999] or BE_DrgLTDNewDt7Y not in [-99997,-99998,-99999] ) and ( BE_DrgLTDOldDt7Y <= BE_DrgLTDNewDt7Y ))"
1073,Business Derogs - Landlord Tenant Disputes,5500,,,"AC21 - Check when BE_DrgLTDCnt7Y= 1, BE_DrgLTDAmtTot7Y= BE_DrgLTDAmtAvg7Y(except for -99999, -99998, -99997) ","( BE_DrgLTDCnt7Y <> 1 or BE_DrgLTDCnt7Y in [-99997,-99998,-99999] or BE_DrgLTDAmtTot7Y in [-99997,-99998,-99999] or BE_DrgLTDAmtAvg7Y in [-99997,-99998,-99999]) or ( BE_DrgLTDCnt7Y == 1 and  BE_DrgLTDCnt7Y not in [-99997,-99998,-99999] and BE_DrgLTDAmtTot7Y not in [-99997,-99998,-99999] and  BE_DrgLTDAmtAvg7Y not in [-99997,-99998,-99999] and BE_DrgLTDAmtTot7Y == BE_DrgLTDAmtAvg7Y )"
1074,Business Derogs - Lien and Judgment History,2892,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_DrgLienCnt1Y == BE_DrgLienCnt7Y == BE_DrgLienAmtTot7Y == BE_DrgLienAmtAvg7Y == BE_DrgLienOldDt7Y == BE_DrgLienOldMsnc7Y == BE_DrgLienNewDt7Y == BE_DrgLienNewMsnc7Y == -99999 )
1075,Business Derogs - Lien and Judgment History,2892,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_DrgLienCnt1Y == BE_DrgLienCnt7Y == BE_DrgLienAmtTot7Y == BE_DrgLienAmtAvg7Y == BE_DrgLienOldDt7Y == BE_DrgLienOldMsnc7Y == BE_DrgLienNewDt7Y == BE_DrgLienNewMsnc7Y == -99999 )
1076,Business Derogs - Lien and Judgment History,2892,,,"AC08 - Check that -99997 is not populated for BE_DrgLienCnt1Y, BE_DrgLienCnt7Y",BE_DrgLienCnt1Y not in [-99997]
1077,Business Derogs - Lien and Judgment History,2892,,,"AC08 - Check that -99997 is not populated for BE_DrgLienCnt1Y, BE_DrgLienCnt7Y",BE_DrgLienCnt7Y not in [-99997]
1078,Business Derogs - Lien and Judgment History,2892,,,"AC09 - Check that when BE_DrgLienCnt7Y= 0, BE_DrgLienAmtTot7Y, BE_DrgLienAmtAvg7Y, BE_DrgLienNewDt7Y, BE_DrgLienOldDt7Y, BE_DrgLienNewMsnc7Y, BE_DrgLienOldMsnc7Y= -99998",( BE_DrgLienCnt7Y <> 0 ) or ( BE_DrgLienCnt7Y == 0 and BE_DrgLienAmtTot7Y == BE_DrgLienAmtAvg7Y == BE_DrgLienNewDt7Y == BE_DrgLienOldDt7Y == BE_DrgLienNewMsnc7Y == BE_DrgLienOldMsnc7Y == -99998 )
1079,Business Derogs - Lien and Judgment History,2892,,,"AC10 - Check when BE_DrgLienAmtTot7Y= -99997, BE_DrgLienAmtAvg7Y= -99997",( BE_DrgLienAmtTot7Y <> -99997 ) or ( BE_DrgLienAmtTot7Y == -99997 and BE_DrgLienAmtAvg7Y == -99997 )
1080,Business Derogs - Lien and Judgment History,2892,,,"AC11 - Check when BE_DrgLienNewDt7Y= -99997, BE_DrgLienNewMsnc7Y= -99997",( BE_DrgLienNewDt7Y <> -99997 ) or ( BE_DrgLienNewDt7Y == -99997 and BE_DrgLienNewMsnc7Y == -99997 )
1081,Business Derogs - Lien and Judgment History,2892,,,"AC12 - Check when BE_DrgLienOldDt7Y= -99997, BE_DrgLienOldMsnc7Y= -99997",( BE_DrgLienOldDt7Y <> -99997 ) or ( BE_DrgLienOldDt7Y == -99997 and BE_DrgLienOldMsnc7Y == -99997 )
1082,Business Derogs - Lien and Judgment History,2892,,,"AC13 - Check BE_DrgLienCnt1Y, BE_DrgLienCnt7Y range 0-99999 (except for -99999)","BE_DrgLienCnt1Y in [-99999] or BE_DrgLienCnt1Y in range(0, 100000)"
1083,Business Derogs - Lien and Judgment History,2892,,,"AC13 - Check BE_DrgLienCnt1Y, BE_DrgLienCnt7Y range 0-99999 (except for -99999)","BE_DrgLienCnt7Y in [-99999] or BE_DrgLienCnt7Y in range(0, 100000)"
1084,Business Derogs - Lien and Judgment History,2892,,,"AC14 - Check BE_DrgLienAmtTot7Y, BE_DrgLienAmtAvg7Y range 1 - 99999999 (except for -99997, -99998, -99999)","BE_DrgLienAmtTot7Y in [-99997,-99998,-99999] or BE_DrgLienAmtTot7Y in range(0, 100000000)"
1085,Business Derogs - Lien and Judgment History,2892,,,"AC14 - Check BE_DrgLienAmtTot7Y, BE_DrgLienAmtAvg7Y range 1 - 99999999 (except for -99997, -99998, -99999)","BE_DrgLienAmtAvg7Y in [-99997,-99998,-99999] or BE_DrgLienAmtAvg7Y in range(0, 100000000)"
1086,Business Derogs - Lien and Judgment History,2892,,,"AC15 - Check BE_DrgLienNewMsnc7Y, BE_DrgLienOldMsnc7Y range 0-84 (except for -99997, -99998, -99999)","BE_DrgLienNewMsnc7Y in [-99997,-99998,-99999] or BE_DrgLienNewMsnc7Y in range(0, 85)"
1087,Business Derogs - Lien and Judgment History,2892,,,"AC15 - Check BE_DrgLienNewMsnc7Y, BE_DrgLienOldMsnc7Y range 0-84 (except for -99997, -99998, -99999)","BE_DrgLienOldMsnc7Y in [-99997,-99998,-99999] or BE_DrgLienOldMsnc7Y in range(0, 85)"
1088,Business Derogs - Lien and Judgment History,2892,custom,"-99999,-99998,-99997","AC16 - Check # of months between [MIN(B_InpClnArchDt, G_BuildDrgLnJDt), BE_DrgLienNewDt7Y] = BE_DrgLienNewMsnc7Y(except for -99999, -99998, -99997) ",B_InpClnArchDt G_BuildDrgLnJDt BE_DrgLienNewDt7Y BE_DrgLienNewMsnc7Y
1089,Business Derogs - Lien and Judgment History,2892,custom,"-99999,-99998,-99997","AC17 - Check # of months between [MIN(B_InpClnArchDt, G_BuildDrgLnJDt), BE_DrgLienOldDt7Y] = BE_DrgLienOldMsnc7Y (except for -99999, -99998, -99997) ",B_InpClnArchDt G_BuildDrgLnJDt BE_DrgLienOldDt7Y BE_DrgLienOldMsnc7Y
1090,Business Derogs - Lien and Judgment History,2892,,,"AC18 - Check BE_DrgLienCnt1Y<= BE_DrgLienCnt7Y(except for -99999, -99998, -99997) ","( BE_DrgLienCnt1Y in [-99997,-99998,-99999] or BE_DrgLienCnt7Y in [-99997,-99998,-99999] ) or ((  BE_DrgLienCnt1Y not in [-99997,-99998,-99999] or BE_DrgLienCnt7Y not in [-99997,-99998,-99999] ) and ( BE_DrgLienCnt1Y <= BE_DrgLienCnt7Y ))"
1091,Business Derogs - Lien and Judgment History,2892,,,"AC19 - Check BE_DrgLienOldMsnc7Y >= BE_DrgLienNewMsnc7Y(except for -99999, -99998) ","( BE_DrgLienOldMsnc7Y in [-99998,-99999] or BE_DrgLienNewMsnc7Y in [-99998,-99999] ) or ((  BE_DrgLienOldMsnc7Y not in [-99998,-99999] or BE_DrgLienNewMsnc7Y not in [-99998,-99999] ) and ( BE_DrgLienOldMsnc7Y >= BE_DrgLienNewMsnc7Y ))"
1092,Business Derogs - Lien and Judgment History,2892,,,"AC20 - Check BE_DrgLienOldDt7Y<= BE_DrgLienNewDt7Y(except for -99999, -99998, -99997) ","( BE_DrgLienOldDt7Y in [-99997,-99998,-99999] or BE_DrgLienNewDt7Y in [-99997,-99998,-99999] ) or ((  BE_DrgLienOldDt7Y not in [-99997,-99998,-99999] or BE_DrgLienNewDt7Y not in [-99997,-99998,-99999] ) and ( BE_DrgLienOldDt7Y <= BE_DrgLienNewDt7Y ))"
1093,Business Derogs - Lien and Judgment History,2892,,,"AC21 - Check when BE_DrgLienCnt7Y= 1, BE_DrgLienAmtTot7Y= BE_DrgLienAmtAvg7Y(except for -99999, -99998, -99997) ","( BE_DrgLienCnt7Y <> 1 or BE_DrgLienCnt7Y in [-99997,-99998,-99999] or BE_DrgLienAmtTot7Y in [-99997,-99998,-99999] or BE_DrgLienAmtAvg7Y in [-99997,-99998,-99999]) or ( BE_DrgLienCnt7Y == 1 and  BE_DrgLienCnt7Y not in [-99997,-99998,-99999] and BE_DrgLienAmtTot7Y not in [-99997,-99998,-99999] and  BE_DrgLienAmtAvg7Y not in [-99997,-99998,-99999] and BE_DrgLienAmtTot7Y == BE_DrgLienAmtAvg7Y )"
1094,Business Derogs - Overall History,5498,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_DrgGovDebarredFlagEv == -99999 )
1095,Business Derogs - Overall History,5498,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_DrgGovDebarredFlagEv == -99999 )
1096,Business Derogs - Overall History,5498,,,AC07 - Check that -99997 and -99998 is not populated for BE_DrgGovDebarredFlagEv,BE_DrgGovDebarredFlagEv not in [-99997]
1097,Business Derogs - Overall History,5498,,,AC07 - Check that -99997 and -99998 is not populated for BE_DrgGovDebarredFlagEv,BE_DrgGovDebarredFlagEv not in [-99998]
1098,Business Derogs - Overall History,5498,,,AC08 - Check BE_DrgGovDebarredFlagEv range 0-1 (except for -99999),"BE_DrgGovDebarredFlagEv in [-99999] or BE_DrgGovDebarredFlagEv in range(0, 2)"
1099,Business Derogs - Lien and Judgment History,2880,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_DrgJudgSmClaimCnt7Y == BE_DrgJudgSmClaimAmtTot7Y == BE_DrgJudgSmClaimOldDt7Y == BE_DrgJudgSmClaimOldDt7Y == BE_DrgJudgSmClaimOldMsnc7Y == BE_DrgJudgSmClaimNewDt7Y == BE_DrgJudgSmClaimNewMsnc7Y == -99999 )
